listing_name,building_name,apartment_number,address,add_lat,add_long,property_management_name,monthly_rent,property_type,bedroom_count,bathroom_count,utility_water,utility_heat,utility_electricity,utility_laundry,utility_wifi,included_appliances,parking_availability,parking_rates,parking_slots,parking_distance,parking_restrictions,parking_availability_status,pet_friendly,smoking_allowed,apartment_size,apartment_size_unit,is_furnished,lease_duration,availability_status,dist_hospital,dist_school,dist_restaurant,source,website,image,description,property_image,load_datetime,parking_address,dist_busstop,dist_downtown,dist_clayton_park,dist_rockingham,dist_larry_uteck_area,dist_central_halifax
PRIME CREATIVE COMMERCIAL SPACE FOR LEASE,-1,-1,"1327-1329 Barrington, Halifax, NS, B3J 1Y9",44.6423855,-63.57128969999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,4344.0,62,195.66943475327125,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3331057604210314,0.1759762494296843,0.2387021861665857,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/prime-creative-commercial-space-for-lease/1661894214,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.595582,"1247-1251 Hollis StSouth EndHalifax, NS B3J 1T5",0.0464504516673449,0.39866576170401763,3.893989347529294,4.213986690516058,6.926591139327273,2.36048893526487
"211 2250 Maitland Street Halifax, Nova Scotia",-1,-1,"211 2250 Maitland Street, Halifax, NS, B3K2Z9",44.6535139,-63.5845277,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,870.9858557698295,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5119852423300936,0.037792933581542,0.4569231031588697,https://www.kijiji.ca/v-condo-for-sale/city-of-halifax/211-2250-maitland-street-halifax-nova-scotia/1672176482,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.595780,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.4172712774923179,0.6273972251290116,3.075690383372862,3.277981945879014,5.9600751210068035,1.684234485547055
"511 1326 Lower Water Street Halifax Peninsula, Nova Scotia",-1,-1,"511 1326 Lower Water Street, Halifax Peninsula, NS, B3J3R3",44.6426567,-63.56918940000001,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,44,109.69024844886323,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4052738055688047,0.2711080311900333,0.1253866786214054,https://www.kijiji.ca/v-condo-for-sale/city-of-halifax/511-1326-lower-water-street-halifax-peninsula-nova-scotia/1680304534,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.595981,"The Plazza of Bishop’s Landing 1475 Lower Water St Downtown Halifax, Halifax, NS B3J 3Z2",0.1024181946828237,0.4773296922079425,3.9865349051868617,4.29415619459032,7.001852662482802,2.4583986011291747
"1 0 Old Sambro Road Harrietsfield, Nova Scotia",-1,-1,"1 0 Old Sambro Road, Harrietsfield, NS, B3V1B7",44.54513,-63.64732,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,294.0,10,11012.96179789056,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,2.411825865466904,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/1-0-old-sambro-road-harrietsfield-nova-scotia/1669327763,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.596210,"920 Tower Rd, South End, Halifax, NS B3H 1K8",0.3447847628026092,7.750423208782142,7.951038107568442,8.857952547919878,10.8049448657021,7.335264077796248
"Lot 6-102 130 Tuscany Run Timberlea, Nova Scotia",-1,-1,"Lot 6-102 130 Tuscany Run, Timberlea, NS, B3T0L3",44.6393129,-63.72354779999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,10853.728174211483,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0.118037356423567,0.6644361227983926,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/lot-6-102-130-tuscany-run-timberlea-nova-scotia/1680303534,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.596440,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.7508515963427433,7.197877311350059,4.077607269863496,4.533793196122735,4.489083246548837,5.2395001747916705
"Lot 6-96 90 Tuscany Run Timberlea, Nova Scotia",-1,-1,"Lot 6-96 90 Tuscany Run, Timberlea, NS, B3T0L2",44.64023150000001,-63.7241147,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,10897.233623441698,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0.0592653469949341,0.6429687816299499,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/lot-6-96-90-tuscany-run-timberlea-nova-scotia/1680303594,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.596652,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.7440928864531869,7.22206319021471,4.08177029604642,4.525235271879117,4.4422533641133795,5.259231923401382
"Lot 6-140 149 Tuscany Run Timberlea, Nova Scotia",-1,-1,"Lot 6-140 149 Tuscany Run, Timberlea, NS, B3T0L3",44.6391977,-63.7232338,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,10829.072541348942,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0.1275050841368094,0.6592318118802638,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/lot-6-140-149-tuscany-run-timberlea-nova-scotia/1680303524,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.596904,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.7420930899478656,7.1829350662281986,4.065986191679098,4.52472445284287,4.490271815477697,5.2252179330912325
"Lot 6-142 157 Tuscany Run Timberlea, Nova Scotia",-1,-1,"Lot 6-142 157 Tuscany Run, Timberlea, NS, B3T0L3",44.6391977,-63.7232338,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,10829.072541348942,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0.1275050841368094,0.6592318118802638,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/lot-6-142-157-tuscany-run-timberlea-nova-scotia/1680303512,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.597113,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.7420930899478656,7.1829350662281986,4.065986191679098,4.52472445284287,4.490271815477697,5.2252179330912325
"Lot 6-82 259 Marketway Lane Timberlea, Nova Scotia",-1,-1,"Lot 6-82 259 Marketway Lane, Timberlea, NS, B3T0K9",44.6391559,-63.7221095,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,10739.985127384638,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0.1493370822097141,0.6243068942660976,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/lot-6-82-259-marketway-lane-timberlea-nova-scotia/1680303608,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.597315,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.698043091422606,7.127810490357546,4.015338993170348,4.479079121951061,4.471419741789162,5.170688961748942
SUNNY 1 BDRM SUBLET - MAY 1st to AUG 31st,-1,-1,"South St, Halifax, NS B3H 1S9",44.636176,-63.5862211,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,98.0,495,315.4096271199918,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1616127820698814,0.3736586163986316,0.1575631648011048,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/sunny-1-bdrm-sublet-may-1st-to-aug-31st/1688244078,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.597533,"5960 University Avenue South End Halifax, NS B3H 1V7",0.4600849005009494,0.7825948949359934,3.393150451611388,3.8703189094778554,6.606133736433122,1.8178146425578616
Subletting 1 bedroom for May 1st-August 31st 2024.,-1,-1,"Lemarchant St, Halifax, NS B3H 3P8",44.6381609,-63.5906185,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,446.9028321715429,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3435132037031836,0.2458327717030265,0.3305484351105398,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/subletting-1-bedroom-for-may-1st-august-31st-2024/1688229993,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.597742,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.5904912547684127,0.8220678522350997,3.1370207290917653,3.617468624705622,6.352758465148882,1.561585059712107
1 room in 3 bedroom house,-1,-1,"Sussex St, Halifax, B3R 1P2",44.6104389,-63.6215347,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,294.0,10,4122.006530044675,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1762159819209779,0.6296936681048172,0.2529782903681904,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/1-room-in-3-bedroom-house/1688229251,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.598156,"920 Tower Rd, South End, Halifax, NS B3H 1K8",0.5552952636665154,3.2566264471149657,3.6500576159250873,4.497990662936705,6.920994268748151,2.6886212628210333
Room for Summer Sublet,-1,-1,"South Street, Halifax, NS",44.636747,-63.5838847,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,98.0,495,138.84372917875595,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0637974205723556,0.4127890957417347,0.0707727936346188,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-summer-sublet/1688226170,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.598375,"5960 University Avenue South End Halifax, NS B3H 1V7",0.3402094461906501,0.6924591792253465,3.4753499529684335,3.931636348686275,6.667918156723001,1.9001943377111672
Land for sale,-1,-1,"Settlers Lane, Lower Sackville, NS",44.7704468,-63.6433999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,2374.67305003872,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.1957061804485627,0.9982453693942251,0.9809609010601444,https://www.kijiji.ca/v-land-for-sale/city-of-halifax/land-for-sale/1688225266,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.598572,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",1.0349221776012114,9.193298489891744,7.608518128511864,6.701364855035027,5.388577259807649,8.456692237586386
Modern 2 Bedroom 1.5 Bath Close To Universities & Hospitals!,-1,-1,"Lucknow Street, Halifax, NS",44.6362178,-63.575146,Kijiji User,2395.0,-1,2.0,1.5,-1,0,0,0,0,-1,0,700.0,75,253.1042199485322,-1,-1,-1,-1,1000,-1,-1,1 Year,-1,0.1345877522746,0.2834681848366979,0.4464389932315958,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/modern-2-bedroom-1-5-bath-close-to-universities-hospitals/1688224915,Kijiji.ca,Kijiji User,-1,,2024-03-25 03:21:39.598769,"5280 Green St South End, Halifax, NS B3H 1N7",0.2511471807541838,0.6741154862113242,3.8769095682185055,4.291995828281258,7.025189736043483,2.306050937683429
22-010 Gorgeous furnished flat in the West End,-1,-1,"Yale Street, Halifax, NS, B3L 1C9",44.6458076,-63.598461,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,957.9729612416209,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.6655043878730295,0.6708557715603714,0.1970239607341292,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/22-010-gorgeous-furnished-flat-in-the-west-end/1688214641,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.598999,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.3861111852586372,1.0175236934025298,2.5567902289257836,2.979039033011469,5.715280945896547,1.001755233762267
Room For rent on Halifax Penisula,-1,-1,"Halifax, NS B3L 2M1",44.6521789,-63.6225971,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,2959.0190018706635,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2841039977015894,0.4331094841142419,0.3185471913651015,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent-on-halifax-penisula/1688216434,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.599220,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",1.0107125396626206,2.2507943872703877,1.2911807141469496,1.832665482473934,4.541233527931947,0.29450119469163744
2 Bedroom Summer Sublet,-1,-1,"5651 Inglis Street, Halifax, NS",44.6349058,-63.5747229,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,700.0,75,318.08660585230126,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2199255202068404,0.2219995936436988,0.4954489011637464,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/2-bedroom-summer-sublet/1688211887,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.599420,"5280 Green St South End, Halifax, NS B3H 1N7",0.3398394574295492,0.7670434869738365,3.9352849476693197,4.363347149419605,7.097770853768934,2.361954252547833
Beautifully Re-done Mini Home in Halifax,-1,-1,"17 Ashcroft Ave, Harrietsfield, NS B3V 1A5",44.571297,-63.63623870000001,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,294.0,10,8080.195281549941,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.967655467973823,2.0849361155351693,0.5616052049187295,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/beautifully-re-done-mini-home-in-halifax/1688209502,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.599628,"920 Tower Rd, South End, Halifax, NS B3H 1K8",0.365241121172777,5.895985020650891,6.163704610174387,7.063374875448408,9.169402481926086,5.459370216074626
"3 Beds, 2.5 Baths - Townhouse",-1,-1,"Halifax, NS B3K 4V7",44.6514643,-63.5947314,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,914.3694723636065,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3889990595295204,0.5350041316742972,0.3828138183271053,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/3-beds-2-5-baths-townhouse/1688207684,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.599836,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.3828138183271053,0.9210557539232186,2.6091455224603988,2.9006388766777045,5.620552390696798,1.1656261562808838
1 Bedroom Available!,-1,-1,"Seymour St, Halifax, B3H 3M5",44.63835,-63.5893719,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,368.5235412689122,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2843290278428543,0.2969536379529492,0.2709558941846789,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/1-bedroom-available/1688205737,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.600040,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.5667622491061941,0.7670911159776574,3.1846020267088835,3.6544975319223414,6.390412301038964,1.6091653659358747
"3605 St Pauls Street, Halifax - HOUSE FOR SALE",-1,-1,"Halifax, NS B3K 3R1",44.6701546,-63.6082105,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,3213.6867109076384,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.8492420428849791,0.3725994770765117,0.7104098553714153,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/3605-st-pauls-street-halifax-house-for-sale/1688203836,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.600243,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.9666147655611168,2.252394845471817,1.9928927249122845,1.8229496131441265,4.377537284152201,1.5214094773489013
2 BEDROOM APT - MAY 5TH - 6071 SHIRLEY ST,-1,-1,"6071 Shirley Street, Halifax, NS",44.6456416,-63.59179839999999,Kijiji User,1799.0,-1,2.0,1.0,-1,0,0,0,0,-1,0,62.0,29,429.73218416921753,-1,-1,-1,-1,750,-1,-1,1 Year,-1,0.6274588998284538,0.3738040623029,0.0907290714835871,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-apt-may-5th-6071-shirley-st/1688203504,Kijiji.ca,Kijiji User,-1,,2024-03-25 03:21:39.600462,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.0907290714835871,0.6891759495485795,2.865967785623937,3.2450156144829125,5.977657166813181,1.325007299126998
2459 Davison Street Halifax NS B3K 4J9,-1,-1,"Halifax, NS B3K 4J9",44.6686925,-63.6120028,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,3256.723583632606,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.8328866668431161,0.4989500201287698,0.6082960026716541,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/2459-davison-street-halifax-ns-b3k-4j9/1676816859,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.600669,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.2439544294233384,2.3105593334665717,1.7830387620514612,1.6545492198296075,4.260673697441368,1.373080237725924
"COZY FURNISHED ONE BEDROOM APT ON DAL CAMPUS, NEAR SMU, IWK",-1,-1,"South Street, Halifax, NS",44.636747,-63.5838847,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,98.0,495,138.84372917875595,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0637974205723556,0.4127890957417347,0.0707727936346188,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/cozy-furnished-one-bedroom-apt-on-dal-campus-near-smu-iwk/1688184960,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.600890,"5960 University Avenue South End Halifax, NS B3H 1V7",0.3402094461906501,0.6924591792253465,3.4753499529684335,3.931636348686275,6.667918156723001,1.9001943377111672
"Roommate for September 1, 2024",-1,-1,"Halifax, NS B3H 2V1",44.6337144,-63.57442270000001,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,700.0,75,419.44719870003513,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3013852494795054,0.1860753604893152,0.5463156797048815,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/roommate-for-september-1-2024/1688184743,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.601089,"5280 Green St South End, Halifax, NS B3H 1N7",0.305306144606255,0.8506113641399247,3.9857550326204922,4.425583183658202,7.16087121832207,2.4109933078079355
85 Acres of Land with 760 ft of Lake Frontage in Terence Bay,-1,-1,"Terence Bay, NS B3T 1X3",44.4902954,-63.7142169,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,294.0,10,19009.007849611837,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,https://www.kijiji.ca/v-land-for-sale/city-of-halifax/85-acres-of-land-with-760-ft-of-lake-frontage-in-terence-bay/1676298659,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.601313,"920 Tower Rd, South End, Halifax, NS B3H 1K8",0.7636931717560598,12.673118689738493,12.207547370776384,13.097606761863481,14.470023847259196,11.958766066524246
Beautiful 3 Bedroom Townhome,-1,-1,"Tarragon Lane, Halifax, NS",44.6415675,-63.6267623,Kijiji User,2500.0,-1,3.0,4.0,-1,0,0,0,0,-1,0,434.0,189,3173.451715046382,-1,-1,-1,-1,2199,-1,-1,1 Year,-1,0.896383148100256,0.4041051178878802,0.1487483422854909,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-3-bedroom-townhome/1688181460,Kijiji.ca,Kijiji User,-1,,2024-03-25 03:21:39.601513,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",1.7673079013814303,2.43026840215217,1.6087231204321482,2.3735405647353995,4.9627754820970775,0.6812216081502884
10 Four Mile Lane,-1,-1,"10 Four Mile Lane, Halifax, Nova Scotia, B3M 0E2",44.68035099999999,-63.65881799999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,6910.121604960117,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.3311522648286231,0.3975015584556671,0.6318888014380005,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/10-four-mile-lane/1688180150,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.601718,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.8946988128970451,4.650490670967693,1.5189148835862392,0.8357892125736962,1.9053875275673544,2.933502082329781
"191 Terence Bay Road Whites Lake, Nova Scotia",-1,-1,"191 Terence Bay Road, Whites Lake, NS, B3T1W8",44.5224204,-63.75474490000001,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,294.0,10,18494.708880306825,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1.0860369583051293,0.5234498646273598,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/191-terence-bay-road-whites-lake-nova-scotia/1688177119,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.601915,"920 Tower Rd, South End, Halifax, NS B3H 1K8",0.5540514180379654,12.198035819058909,10.92184324028247,11.748962150339485,12.636007702378029,11.052816231082089
"1361 Terence Bay Road Terence Bay, Nova Scotia",-1,-1,"1361 Terence Bay Road, Terence Bay, NS, B3T1X6",44.481625,-63.72495389999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,294.0,10,20287.472946535083,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/1361-terence-bay-road-terence-bay-nova-scotia/1688178423,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.602120,"920 Tower Rd, South End, Halifax, NS B3H 1K8",0.0016970267396394,13.462799951805998,12.933527575879005,13.818492576250941,15.122095970185619,12.721063529183995
"512 1048 Wellington Street Halifax, Nova Scotia",-1,-1,"512 1048 Wellington Street, Halifax, NS, B3H0C2",44.6345078,-63.5797135,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,2900.0,290,233.4858003124572,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2928097667276661,0.1605310812415518,0.306786758745062,https://www.kijiji.ca/v-condo-for-sale/city-of-halifax/512-1048-wellington-street-halifax-nova-scotia/1688177106,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.602324,"5846 South StSouth End, Halifax, NS B3H 1S6",0.2310299840593192,0.7847615412451209,3.7296635947530588,4.188560054939424,6.924817222503575,2.1541910252071688
"22 Oakvale Court Timberlea, Nova Scotia",-1,-1,"22 Oakvale Court, Timberlea, NS, B3T1K7",44.6512445,-63.73764199999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,62.0,29,12014.097063758123,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0.4888995657419446,0.9120701410430988,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/22-oakvale-court-timberlea-nova-scotia/1688177243,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.602555,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",1.0822018031763,7.886941740463308,4.549210259200317,4.818382153405698,4.12311445612599,5.889593975066216
"4 1156 Tower Road Halifax, Nova Scotia",-1,-1,"4 1156 Tower Road, Halifax, NS, B3H2Y8",44.6370111,-63.57892279999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,101.5,760,143.9353799255552,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1445867792101468,0.3092376299398969,0.2526693464388082,https://www.kijiji.ca/v-condo-for-sale/city-of-halifax/4-1156-tower-road-halifax-nova-scotia/1688178483,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.602751,"1276 South Park Street, South End, Halifax, NS B3H 2Y9",0.1623375815470006,0.6087689686120372,3.6853334598728242,4.110600788266664,6.8452681976414524,2.113399390203356
"801 Maclean Street Halifax, Nova Scotia",-1,-1,"801 Maclean Street, Halifax, NS, B3H2T9",44.63115579999999,-63.5724363,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,294.0,10,477.066802695344,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4870933547388558,0.2852327356325169,0.7280986599997183,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/801-maclean-street-halifax-nova-scotia/1688178386,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.602957,"920 Tower Rd, South End, Halifax, NS B3H 1K8",0.3474436143193168,1.0448991308558226,4.155561603630052,4.6125813258269925,7.34860665051952,2.5800709682498875
"127 Beech Tree Run Beechville, Nova Scotia",-1,-1,"127 Beech Tree Run, Beechville, NS, B3T2E9",44.6333748,-63.68338,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,7713.322461835567,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.9362683873691269,0.132642659391676,0.4787975734364663,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/127-beech-tree-run-beechville-nova-scotia/1688178231,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.603151,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.7949855127050024,5.274241659157108,2.60915832023538,3.351324687068323,4.53401551203618,3.3969469524308593
"68 Tuscany Run Timberlea, Nova Scotia",-1,-1,"68 Tuscany Run, Timberlea, NS, B3T0L3",44.6408709,-63.7235079,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,10848.636862018848,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0.0123224904391104,0.5921660049574847,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/68-tuscany-run-timberlea-nova-scotia/1688176910,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.603376,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.698003567514911,7.1899313566563805,4.038763565777432,4.477136407606758,4.389754976835871,5.224401224516943
Seabright Ocean Front HOUSE  April-May or Partial,-1,-1,"Seabright, NS B3Z 2Y7",44.61815439999999,-63.9372695,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,26486.10712541403,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1.4526987680535262,2.9482380647198867,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/seabright-ocean-front-house-april-may-or-partial/1676079837,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.603568,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.6762979533877698,17.825413946407707,14.640905821808998,14.907148299280347,13.521720179168742,15.878562188471182
Waterfront on Northwest Arm May 1 or June1,-1,-1,"Halifax, NS B3P 2B3",44.6342678,-63.6131573,Kijiji User,3475.0,-1,2.0,2.0,-1,0,0,0,0,-1,0,434.0,189,2227.0308560522,-1,-1,-1,-1,1600,-1,-1,1 Year,-1,1.4717542181647805,0.7262272646913318,0.697888462314992,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/waterfront-on-northwest-arm-may-1-or-june1/1688159459,Kijiji.ca,Kijiji User,-1,,2024-03-25 03:21:39.603799,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",1.4002321487947629,1.9152719836849772,2.4248900160765303,3.1231684540417697,5.773524681491872,1.0673459240065468
Furnished bedroom in flat. May 1. 2 minutes to Dal,-1,-1,"Larch Street, Halifax, NS",44.6400561,-63.5965779,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,786.8213152666787,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.656742186554204,0.2668780415373779,0.3936466888178889,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/furnished-bedroom-in-flat-may-1-2-minutes-to-dal/1688158334,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.604028,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.54249584564802,1.0059951983199449,2.816837744849025,3.313618477272402,6.0466179432765825,1.2418350046851152
