listing_name,address,property_management_name,monthly_rent,bedroom_count,bathroom_count,utility_water,utility_heat,utility_electricity,wifi_included,utility_laundry,included_appliances,parking_availability,apartment_size,apartment_size_unit,is_furnished,availability_status,image,description,source,website
5288 - 5294 Tobin Street,"5288 - 5294 Tobin Street, Halifax, NS B3H 1S2",SouthWest,-1,1,1,1,1,-1,-1,0,"['Fridge', 'Stove']",0,760,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/5288 TobinExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/5288Exterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/Exterior3Tobin.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/ExteriorTobin4.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",Elegant 1-bedroom unit with heat & hot water included. Laundry facilities with coinless operation system. Secure building with exterior parking available. Pet-friendly building steps away from all Halifax has to offer.,http://apartments.southwest.ca/apartments/ns/halifax/5288-5294-tobin-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5288 - 5294 Tobin Street,"5288 - 5294 Tobin Street, Halifax, NS B3H 1S2",SouthWest,-1,1,1,1,1,-1,-1,0,"['Fridge', 'Stove']",0,817,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/5288 TobinExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/5288Exterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/Exterior3Tobin.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480421/ExteriorTobin4.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",Modern 1-bedroom unit with heat & hot water included. Laundry facilities with coinless operation system. Secure building with exterior parking available. Equipped for Bell Aliant Fibe™ services. Great location near Halifax Central Library and dining district.,http://apartments.southwest.ca/apartments/ns/halifax/5288-5294-tobin-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5278 Tobin Street (Style B),"5278 Tobin Street, Halifax, NS B3H 1S2",SouthWest,0,1,1,1,1,-1,-1,0,"['Fridge', 'Stove']",1,754,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/524084/5278 TobinExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",Welcome to 5278 Tobin Street This two storey residential building offers lots of street presence and apartment rentals with charm. Perfectly located in the South End of Halifax.,http://apartments.southwest.ca/apartments/ns/halifax/5278-tobin-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5278 Tobin Street (Style C),"5278 Tobin Street, Halifax, NS B3H 1S2",SouthWest,0,1,1,1,1,-1,-1,0,"['Fridge', 'Stove']",1,759,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/524084/5278 TobinExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",Welcome to 5278 Tobin Street This two storey residential building offers lots of street presence and apartment rentals with charm. Perfectly located in the South End of Halifax.,http://apartments.southwest.ca/apartments/ns/halifax/5278-tobin-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5278 Tobin Street (Style A),"5278 Tobin Street, Halifax, NS B3H 1S2",SouthWest,0,1,1,1,1,-1,-1,0,"['Fridge', 'Stove']",1,775,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/524084/5278 TobinExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",Welcome to 5278 Tobin Street This two storey residential building offers lots of street presence and apartment rentals with charm. Perfectly located in the South End of Halifax.,http://apartments.southwest.ca/apartments/ns/halifax/5278-tobin-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5278 Tobin Street (Style E),"5278 Tobin Street, Halifax, NS B3H 1S2",SouthWest,0,1,1,1,1,-1,-1,0,"['Fridge', 'Stove']",1,470,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/524084/5278 TobinExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",Welcome to 5278 Tobin Street This two storey residential building offers lots of street presence and apartment rentals with charm. Perfectly located in the South End of Halifax.,http://apartments.southwest.ca/apartments/ns/halifax/5278-tobin-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5278 Tobin Street (Style D),"5278 Tobin Street, Halifax, NS B3H 1S2",SouthWest,0,2,1,-1,-1,-1,-1,0,"['Fridge', 'Stove']",1,860,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/524084/5278 TobinExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",Welcome to 5278 Tobin Street This two storey residential building offers lots of street presence and apartment rentals with charm. Perfectly located in the South End of Halifax.,http://apartments.southwest.ca/apartments/ns/halifax/5278-tobin-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5241 South Street - Floor Plan Style D,"5241 South Street, Halifax, NS B3J 1A3",SouthWest,-1,1,1,1,1,-1,-1,3,[],2,573,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241Staircases.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Character apartment rental in the South End of Halifax. Hardwood floors, high ceilings, laundry facilities and exterior parking available. Heating and hot water included.",http://apartments.southwest.ca/apartments/ns/halifax/5241-south-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5241 South Street - Floor Plan Style E,"5241 South Street, Halifax, NS B3J 1A3",SouthWest,-1,2,1,1,1,-1,-1,3,[],2,860,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241Staircases.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Character apartment rental in the South End of Halifax. Hardwood floors, high ceilings, laundry facilities and exterior parking available. Heating and hot water included.",http://apartments.southwest.ca/apartments/ns/halifax/5241-south-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5241 South Street - Floor Plan Style F,"5241 South Street, Halifax, NS B3J 1A3",SouthWest,-1,4,1,1,1,-1,-1,3,[],2,1301,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241Staircases.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Character apartment rental in the South End of Halifax. Hardwood floors, high ceilings, laundry facilities and exterior parking available. Heating and hot water included.",http://apartments.southwest.ca/apartments/ns/halifax/5241-south-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5241 South Street - Floor Plan Style G,"5241 South Street, Halifax, NS B3J 1A3",SouthWest,-1,0,1,1,1,-1,-1,3,[],2,537,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241Staircases.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Character apartment rental in the South End of Halifax. Hardwood floors, high ceilings, laundry facilities and exterior parking available. Heating and hot water included.",http://apartments.southwest.ca/apartments/ns/halifax/5241-south-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5241 South Street - Floor Plan Style H,"5241 South Street, Halifax, NS B3J 1A3",SouthWest,-1,1,1,1,1,-1,-1,3,[],2,549,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241Staircases.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Character apartment rental in the South End of Halifax. Hardwood floors, high ceilings, laundry facilities and exterior parking available. Heating and hot water included.",http://apartments.southwest.ca/apartments/ns/halifax/5241-south-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5241 South Street - Floor Plan Style I,"5241 South Street, Halifax, NS B3J 1A3",SouthWest,-1,1,1,1,1,-1,-1,3,[],2,541,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241Staircases.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Character apartment rental in the South End of Halifax. Hardwood floors, high ceilings, laundry facilities and exterior parking available. Heating and hot water included.",http://apartments.southwest.ca/apartments/ns/halifax/5241-south-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5241 South Street - Floor Plan Style J,"5241 South Street, Halifax, NS B3J 1A3",SouthWest,-1,1,1,1,1,-1,-1,3,[],2,571,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241Staircases.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Character apartment rental in the South End of Halifax. Hardwood floors, high ceilings, laundry facilities and exterior parking available. Heating and hot water included.",http://apartments.southwest.ca/apartments/ns/halifax/5241-south-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5241 South Street - Floor Plan Style K,"5241 South Street, Halifax, NS B3J 1A3",SouthWest,-1,0,1,1,1,-1,-1,3,[],2,308,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241Staircases.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Character apartment rental in the South End of Halifax. Hardwood floors, high ceilings, laundry facilities and exterior parking available. Heating and hot water included.",http://apartments.southwest.ca/apartments/ns/halifax/5241-south-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5241 South Street - Floor Plan Style L,"5241 South Street, Halifax, NS B3J 1A3",SouthWest,-1,1,1,1,1,-1,-1,3,[],2,932,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241Staircases.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Character apartment rental in the South End of Halifax. Hardwood floors, high ceilings, laundry facilities and exterior parking available. Heating and hot water included.",http://apartments.southwest.ca/apartments/ns/halifax/5241-south-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
5241 South Street - Floor Plan Style M,"5241 South Street, Halifax, NS B3J 1A3",SouthWest,-1,1,1,1,1,-1,-1,3,[],2,624,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241 South StreetLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480418/5241Staircases.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Character apartment rental in the South End of Halifax. Hardwood floors, high ceilings, laundry facilities and exterior parking available. Heating and hot water included.",http://apartments.southwest.ca/apartments/ns/halifax/5241-south-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
South Street Apartments Style A,"5247 South Street, Halifax, NS B3J 1A3",SouthWest,-1,1,1,1,1,-1,-1,2,"['Fridge', 'Stove']",0,495,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247 South StreetExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247SouthBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247SouthBathBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247SouthBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247SouthBedBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247SouthKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Style A - 495 Square Foot. South Street living offers a wonderful downtown location. This three-storey residential building offers apartments steps away from universities, hospitals, and business districts.",http://apartments.southwest.ca/apartments/ns/halifax/5247-south-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
South Street Apartments Style B,"5247 South Street, Halifax, NS B3J 1A3",SouthWest,-1,1,1,1,1,-1,-1,2,"['Fridge', 'Stove']",0,497,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247 South StreetExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247SouthBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247SouthBathBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247SouthBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247SouthBedBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247SouthKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",Style B - 497 Square Foot. Three-storey building offering spacious living areas and laundry facilities with a coinless operating system.,http://apartments.southwest.ca/apartments/ns/halifax/5247-south-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
South Street Apartments Style C,"5247 South Street, Halifax, NS B3J 1A3",SouthWest,-1,1,1,1,1,-1,-1,2,"['Fridge', 'Stove']",0,508,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247 South StreetExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247SouthBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247SouthBathBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247SouthBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247SouthBedBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480420/5247SouthKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",Style C - 508 Square Foot. Well-maintained and secure apartments with exterior parking available. Close to major grocery stores and shopping districts.,http://apartments.southwest.ca/apartments/ns/halifax/5247-south-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
"5240 - 5246 Harvey Street, Halifax","5240 - 5246 Harvey Street, Halifax, NS B3J 1A7",SouthWest,-1,2,1,-1,-1,-1,-1,3,"['Fridge', 'Stove']",2,813,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/5240-5246 Harvey Street Exterior.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/5240-5246 Harvey StreetExterior2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY4.jpg?crop=(1,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY5.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY6.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Two-bedroom flat located in the South End of Halifax. Walking distance to universities and hospitals. Secure building with Coinless Laundry Systems, Recycling Program, and Secure Building Access. Pets allowed. Only month-to-month leases currently available.",http://apartments.southwest.ca/apartments/ns/halifax/5240-5246-harvey-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
"5240 - 5246 Harvey Street, Halifax","5240 - 5246 Harvey Street, Halifax, NS B3J 1A7",SouthWest,-1,1,1,-1,-1,-1,-1,3,"['Fridge', 'Stove']",2,718,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/5240-5246 Harvey Street Exterior.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/5240-5246 Harvey StreetExterior2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY4.jpg?crop=(1,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY5.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY6.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","One-bedroom flat located in the South End of Halifax. Walking distance to universities and hospitals. Secure building with Coinless Laundry Systems, Recycling Program, and Secure Building Access. Pets allowed. Only month-to-month leases currently available.",http://apartments.southwest.ca/apartments/ns/halifax/5240-5246-harvey-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
"5240 - 5246 Harvey Street, Halifax","5240 - 5246 Harvey Street, Halifax, NS B3J 1A7",SouthWest,-1,2,1,-1,-1,-1,-1,3,"['Fridge', 'Stove']",2,813,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/5240-5246 Harvey Street Exterior.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/5240-5246 Harvey StreetExterior2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY4.jpg?crop=(1,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY5.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY6.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Two-bedroom flat located in the South End of Halifax. Walking distance to universities and hospitals. Secure building with Coinless Laundry Systems, Recycling Program, and Secure Building Access. Pets allowed. Only month-to-month leases currently available.",http://apartments.southwest.ca/apartments/ns/halifax/5240-5246-harvey-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
"5240 - 5246 Harvey Street, Halifax","5240 - 5246 Harvey Street, Halifax, NS B3J 1A7",SouthWest,-1,1,1,-1,-1,-1,-1,3,"['Fridge', 'Stove']",2,742,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/5240-5246 Harvey Street Exterior.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/5240-5246 Harvey StreetExterior2.jpg?&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY4.jpg?crop=(1,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY5.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480426/HARVEY6.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","One-bedroom flat located in the South End of Halifax. Walking distance to universities and hospitals. Secure building with Coinless Laundry Systems, Recycling Program, and Secure Building Access. Pets allowed. Only month-to-month leases currently available.",http://apartments.southwest.ca/apartments/ns/halifax/5240-5246-harvey-street/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
